"test_premise","test_hypothesis","dynamic_examples_used","true_label","pred_label","response"
"Une femme porte une coiffe égyptienne","Un Egyptien porte la coiffure d'une femme","Ex 1:
P: Une femme porte une coiffe égyptienne
H: Une femme porte une coiffe indienne
L: 1

Ex 2:
P: Une femme porte un chapeau égyptien sur la tête
H: Une femme porte une coiffe égyptienne
L: 0

Ex 3:
P: Une femme se maquille
H: La femme enlève le maquillage
L: 2

Ex 4:
P: La femme noire porte des lunettes sur la coiffe
H: Une femme porte une coiffe égyptienne
L: 1

Ex 5:
P: Une femme porte un chapeau égyptien sur la tête
H: La femme porte des lunettes et une coiffe noire
L: 1","1","-1","Okay, let's try to figure out the label for this example. The"
"La femme ne porte pas de lunettes ou une coiffe","Une femme porte une coiffe égyptienne","Ex 1:
P: La femme noire porte des lunettes sur la coiffe
H: Une femme porte une coiffe égyptienne
L: 1

Ex 2:
P: La femme danse
H: La femme ne danse pas
L: 2

Ex 3:
P: Une femme porte une coiffe égyptienne
H: Une femme porte une coiffe indienne
L: 1

Ex 4:
P: Il n'y a pas de femme crayonnant sur l'ombre à paupières
H: Une femme met des cosmétiques sur sa paupière
L: 1

Ex 5:
P: Les femmes ne portent pas d’oreilles de lapin ni de numéros de course et ne pointent pas du doigt quelque chose au loin.
H: Les femmes portent des oreilles de lapin et des numéros de course et pointent quelque chose au loin.
L: 2","2","-1","Okay, let's try to figure out the label for this example. The"
"Il n'y a pas de chien qui en poursuit un autre ou qui tient un bâton dans sa bouche","Deux chiens courent et portent un objet dans leur bouche","Ex 1:
P: Un chien en poursuit un autre et tient un bâton dans sa bouche
H: Deux chiens courent et portent un objet dans leur bouche
L: 0

Ex 2:
P: Deux chiens courent et portent un objet dans leur bouche
H: Un chien chasse un bâton et tient un autre chien dans sa bouche
L: 1

Ex 3:
P: Un chien chasse une balle
H: Il n'y a pas de chien chassant une balle
L: 2

Ex 4:
P: Un chien en poursuit un autre et tient un morceau de bois dans sa bouche
H: Deux chiens courent et portent un objet dans leur bouche
L: 1

Ex 5:
P: Un chien en poursuit un autre et tient un bâton dans sa bouche
H: Un chien en poursuit un autre et tient un morceau de bois dans sa bouche
L: 0","1","-1","Okay, let's try to figure out the label for this example. The"
"Une personne qui joue au football donne un coup de pied dans le but","Un joueur de football donne un coup de pied dans le but","Ex 1:
P: Un joueur de football marque un but
H: Un joueur de football marque un but
L: 0

Ex 2:
P: Le joueur de football donne un coup de pied au ballon entre les jambes de quelqu'un
H: Une personne frappe un ballon de football entre ses pieds
L: 1

Ex 3:
P: Un joueur de football marque un but
H: Il n'y a pas de joueurs de football qui frappent un ballon de football dans le but
L: 2

Ex 4:
P: Le joueur de football donne un coup de pied au ballon entre les jambes de quelqu'un
H: Une personne donne un coup de pied à un ballon pour un match de football entre les pieds de quelqu'un
L: 0

Ex 5:
P: Un joueur de football marque un but
H: Les joueurs de football frappent un ballon de football dans le but
L: 0","0","-1","Okay, let's see. I need to determine the relationship between the premise"
"Certaines personnes sont debout","Un groupe d'éclaireurs marchent à travers l'herbe","Ex 1:
P: Un groupe d'éclaireurs marchent à travers l'herbe
H: Certaines personnes marchent
L: 0

Ex 2:
P: Certaines personnes marchent
H: Un groupe d'éclaireurs campent dans l'herbe
L: 1

Ex 3:
P: Cinq personnes debout dans l'herbe sans chiens
H: Cinq personnes sont debout avec trois chiens dans le champ vert à côté de la route
L: 2

Ex 4:
P: Un groupe d'éclaireurs campent dans l'herbe
H: Un groupe d'éclaireurs marchent à travers l'herbe
L: 1

Ex 5:
P: Un groupe de personnes marchent
H: Un groupe de personnes est debout
L: 1","1","-1","Okay, let's try to figure out the label for this example. The"
"Trois personnes sont debout à côté d'un membre d'arbre","Deux enfants sont suspendus à une grande branche","Ex 1:
P: Deux enfants et un adulte sont debout à côté d'un membre d'arbre
H: Deux enfants sont suspendus à une grande branche
L: 1

Ex 2:
P: Deux enfants et un adulte sont debout à côté d'un membre d'arbre
H: Deux enfants et un adulte ne sont pas debout à côté d'un membre d'arbre
L: 2

Ex 3:
P: Un homme ramasse un arbre
H: Un arbre est ramassé par un homme
L: 0

Ex 4:
P: Deux enfants et un adulte sont debout à côté d'un membre d'arbre
H: Deux enfants grimpent à un arbre
L: 1

Ex 5:
P: Un homme ramasse un arbre
H: Un homme fait tomber un arbre
L: 1","1","-1","Okay, let's try to figure out the label for this example. The"
"Deux enfants sont suspendus à une grande branche","Deux enfants et un adulte ne sont pas debout à côté d'un membre d'arbre","Ex 1:
P: Deux enfants et un adulte sont debout à côté d'un membre d'arbre
H: Deux enfants sont suspendus à une grande branche
L: 1

Ex 2:
P: Deux enfants et un adulte sont debout à côté d'un membre d'arbre
H: Deux enfants et un adulte ne sont pas debout à côté d'un membre d'arbre
L: 2

Ex 3:
P: Un garçon est en train de descendre une pente raide
H: Un enfant est en train de descendre une pente raide
L: 0

Ex 4:
P: Deux enfants et un adulte sont debout à côté d'un membre d'arbre
H: Deux enfants grimpent à un arbre
L: 1

Ex 5:
P: Deux garçons portent des chemises brunes et tirent sur une corde sur une plate-forme en bois
H: Deux filles portent des chemises brunes et tirent sur une corde sur une plate-forme en bois
L: 1","1","-1","Okay, let's try to figure out the label for this example. The"
"Il n'y a pas d'enfant tenant une arme à feu","Un enfant tient une arme à feu","Ex 1:
P: Il n'y a pas d'enfant tenant un pistolet à eau ou se vaporiser avec de l'eau
H: Un enfant qui rit tient un pistolet à eau et se fait pulvériser avec de l'eau
L: 2

Ex 2:
P: Un garçon tient une arme à feu
H: Un enfant tient une arme à feu
L: 0

Ex 3:
P: Un enfant qui rit tient un pistolet à eau et se fait pulvériser avec de l'eau
H: Un enfant avec un pistolet qui pulvérise de l'eau rit et se fait frapper par d'autres garçons
L: 1

Ex 4:
P: Cinq enfants sont debout ensemble et un enfant a une arme à feu
H: Cinq enfants sont debout près l'un de l'autre et aucun des enfants n'a une arme à feu
L: 2

Ex 5:
P: Un enfant avec un pistolet qui pulvérise de l'eau rit et se fait frapper par d'autres garçons
H: Un enfant tient une arme à feu
L: 0","2","-1","Okay, let's try to figure out the label for this example. The"
"Il n'y a pas d'enfant tenant une arme à feu","Un enfant qui rit tient un pistolet à eau et se fait pulvériser avec de l'eau","Ex 1:
P: Il n'y a pas d'enfant tenant un pistolet à eau ou se vaporiser avec de l'eau
H: Un enfant qui rit tient un pistolet à eau et se fait pulvériser avec de l'eau
L: 2

Ex 2:
P: Un enfant qui rit tient un pistolet à eau et se fait pulvériser avec de l'eau
H: Un enfant avec un pistolet qui pulvérise de l'eau rit et se fait frapper par d'autres garçons
L: 1

Ex 3:
P: Un enfant avec un pistolet qui pulvérise de l'eau rit et se fait frapper par d'autres garçons
H: Un enfant tient une arme à feu
L: 0

Ex 4:
P: Un garçon tient une arme à feu
H: Un enfant tient une arme à feu
L: 0

Ex 5:
P: Il n'y a pas d'enfant jouant avec un bec d'eau à l'extérieur avec le reste de sa famille qui regarde
H: Un garçon tient un tuyau à côté d'un homme et un autre garçon regarde
L: 1","2","-1","Okay, let's try to figure out the label for this example. The"
"Deux daschunds jouent avec une boule rouge","Deux chiens bruns se battent pour une boule rouge et jouent dans l'herbe","Ex 1:
P: Deux chiens bruns se battent pour une boule rouge et jouent dans l'herbe
H: Deux chiens jouent avec une petite boule rouge
L: 1

Ex 2:
P: Deux chiens courent et essaient d'attraper un ballon de football
H: Deux chiens courent et essaient d'attraper une balle
L: 0

Ex 3:
P: Deux daschunds jouent avec une boule rouge
H: Deux chiens jouent avec une petite boule rouge
L: 1

Ex 4:
P: Un chien chasse une balle sur l'herbe
H: Un chien chasse une balle dans l'herbe
L: 0

Ex 5:
P: Un chien chasse une balle sur l'herbe
H: Une balle est poursuivie par un chien sur l'herbe
L: 0","1","-1","Okay, let's see. I need to determine the relationship between the premise"
